order_id,customer_id,order_placement_date,On Time,In Full,On Time In Full,customer_name,city,ontime_target%,infull_target%,otif_target%,date,mmm_yy,week_no,days_for_delivery,total_order_qty,total_delivery_qty,volume_fill_rate
FMY530902202,789902,2022-05-29,100,100,100,Elite Mart,Ahmedabad,90,81,73,29-May-22,May 22,23,1,318,318,100.0
FMY531201603,789201,2022-05-29,100,0,0,Rel Fresh,Surat,87,81,70,29-May-22,May 22,23,2,963,932,96.78089304257529
FJUN61201601,789201,2022-05-29,100,0,0,Rel Fresh,Surat,87,81,70,29-May-22,May 22,23,3,1244,1233,99.11575562700965
FMY531201301,789201,2022-05-29,0,0,0,Rel Fresh,Surat,87,81,70,29-May-22,May 22,23,2,529,505,95.46313799621929
FMY530201602,789201,2022-05-29,100,100,100,Rel Fresh,Surat,87,81,70,29-May-22,May 22,23,1,1106,1106,100.0
FJUN61202602,789202,2022-05-29,100,0,0,Rel Fresh,Ahmedabad,85,81,69,29-May-22,May 22,23,3,1048,997,95.13358778625954
FJUN61202103,789202,2022-05-29,0,0,0,Rel Fresh,Ahmedabad,85,81,69,29-May-22,May 22,23,3,479,431,89.97912317327767
FMY530202501,789202,2022-05-29,0,100,0,Rel Fresh,Ahmedabad,85,81,69,29-May-22,May 22,23,1,202,202,100.0
FMY531202301,789202,2022-05-29,100,100,100,Rel Fresh,Ahmedabad,85,81,69,29-May-22,May 22,23,2,36,36,100.0
FMY531202303,789202,2022-05-29,100,100,100,Rel Fresh,Ahmedabad,85,81,69,29-May-22,May 22,23,2,651,651,100.0
FMY530202202,789202,2022-05-29,100,100,100,Rel Fresh,Ahmedabad,85,81,69,29-May-22,May 22,23,1,556,556,100.0
FMY530321203,789321,2022-05-29,0,100,0,Chiptec Stores,Ahmedabad,87,81,70,29-May-22,May 22,23,1,220,220,100.0
FJUN61321603,789321,2022-05-29,0,100,0,Chiptec Stores,Ahmedabad,87,81,70,29-May-22,May 22,23,3,69,69,100.0
FMY530321301,789321,2022-05-29,100,100,100,Chiptec Stores,Ahmedabad,87,81,70,29-May-22,May 22,23,1,412,412,100.0
FMY531321603,789321,2022-05-29,100,100,100,Chiptec Stores,Ahmedabad,87,81,70,29-May-22,May 22,23,2,258,258,100.0
FJUN61321403,789321,2022-05-29,100,100,100,Chiptec Stores,Ahmedabad,87,81,70,29-May-22,May 22,23,3,615,615,100.0
FJUN61402401,789402,2022-05-29,100,0,0,Propel Mart,Ahmedabad,89,80,71,29-May-22,May 22,23,3,759,736,96.96969696969697
FJUN61402602,789402,2022-05-29,0,100,0,Propel Mart,Ahmedabad,89,80,71,29-May-22,May 22,23,3,120,120,100.0
FMY531402202,789402,2022-05-29,100,100,100,Propel Mart,Ahmedabad,89,80,71,29-May-22,May 22,23,2,564,564,100.0
FMY530402202,789402,2022-05-29,100,100,100,Propel Mart,Ahmedabad,89,80,71,29-May-22,May 22,23,1,394,394,100.0
FJUN61221502,789221,2022-05-29,100,0,0,Atlas Stores,Ahmedabad,85,80,68,29-May-22,May 22,23,3,930,909,97.74193548387096
FMY530221401,789221,2022-05-29,0,0,0,Atlas Stores,Ahmedabad,85,80,68,29-May-22,May 22,23,1,533,509,95.49718574108817
FJUN61221401,789221,2022-05-29,0,100,0,Atlas Stores,Ahmedabad,85,80,68,29-May-22,May 22,23,3,370,370,100.0
FMY531221203,789221,2022-05-29,100,100,100,Atlas Stores,Ahmedabad,85,80,68,29-May-22,May 22,23,2,159,159,100.0
FMY530221502,789221,2022-05-29,100,100,100,Atlas Stores,Ahmedabad,85,80,68,29-May-22,May 22,23,1,207,207,100.0
FMY531221503,789221,2022-05-29,100,100,100,Atlas Stores,Ahmedabad,85,80,68,29-May-22,May 22,23,2,657,657,100.0
FMY531703601,789703,2022-05-29,100,0,0,Sorefoz Mart,Vadodara,85,78,66,29-May-22,May 22,23,2,876,838,95.662100456621
FMY531703101,789703,2022-05-29,0,100,0,Sorefoz Mart,Vadodara,85,78,66,29-May-22,May 22,23,2,317,317,100.0
FMY530703602,789703,2022-05-29,100,100,100,Sorefoz Mart,Vadodara,85,78,66,29-May-22,May 22,23,1,947,947,100.0
FJUN61703103,789703,2022-05-29,100,100,100,Sorefoz Mart,Vadodara,85,78,66,29-May-22,May 22,23,3,413,413,100.0
FMY531401502,789401,2022-05-29,100,0,0,Propel Mart,Surat,85,79,67,29-May-22,May 22,23,2,788,774,98.22335025380711
FMY530401201,789401,2022-05-29,0,100,0,Propel Mart,Surat,85,79,67,29-May-22,May 22,23,1,138,138,100.0
FJUN61401301,789401,2022-05-29,0,100,0,Propel Mart,Surat,85,79,67,29-May-22,May 22,23,3,45,45,100.0
FMY530401503,789401,2022-05-29,100,100,100,Propel Mart,Surat,85,79,67,29-May-22,May 22,23,1,821,821,100.0
FMY531401401,789401,2022-05-29,100,100,100,Propel Mart,Surat,85,79,67,29-May-22,May 22,23,2,475,475,100.0
FJUN61401501,789401,2022-05-29,100,100,100,Propel Mart,Surat,85,79,67,29-May-22,May 22,23,3,517,517,100.0
FMY530622603,789622,2022-05-29,100,0,0,Expert Mart,Vadodara,90,79,71,29-May-22,May 22,23,1,1718,1616,94.0628637951106
FMY531622501,789622,2022-05-29,100,0,0,Expert Mart,Vadodara,90,79,71,29-May-22,May 22,23,2,159,153,96.22641509433963
FMY530622401,789622,2022-05-29,0,100,0,Expert Mart,Vadodara,90,79,71,29-May-22,May 22,23,1,471,471,100.0
FJUN61622102,789622,2022-05-29,100,100,100,Expert Mart,Vadodara,90,79,71,29-May-22,May 22,23,3,439,439,100.0
FJUN61622302,789622,2022-05-29,100,100,100,Expert Mart,Vadodara,90,79,71,29-May-22,May 22,23,3,86,86,100.0
FMY531320302,789320,2022-05-29,0,100,0,Chiptec Stores,Surat,91,81,74,29-May-22,May 22,23,2,73,73,100.0
FMY531320301,789320,2022-05-29,100,100,100,Chiptec Stores,Surat,91,81,74,29-May-22,May 22,23,2,753,753,100.0
FMY530320602,789320,2022-05-29,100,100,100,Chiptec Stores,Surat,91,81,74,29-May-22,May 22,23,1,72,72,100.0
FJUN61320501,789320,2022-05-29,100,100,100,Chiptec Stores,Surat,91,81,74,29-May-22,May 22,23,3,138,138,100.0
FMY531721502,789721,2022-05-29,100,0,0,Logic Stores,Ahmedabad,89,75,67,29-May-22,May 22,23,2,733,686,93.58799454297409
FJUN61721502,789721,2022-05-29,100,0,0,Logic Stores,Ahmedabad,89,75,67,29-May-22,May 22,23,3,306,297,97.05882352941177
FJUN61721503,789721,2022-05-29,0,100,0,Logic Stores,Ahmedabad,89,75,67,29-May-22,May 22,23,3,191,191,100.0
FMY530721502,789721,2022-05-29,100,100,100,Logic Stores,Ahmedabad,89,75,67,29-May-22,May 22,23,1,153,153,100.0
FMY530122303,789122,2022-05-29,100,0,0,Coolblue,Vadodara,76,65,49,29-May-22,May 22,23,1,97,78,80.41237113402062
FJUN61122501,789122,2022-05-29,100,0,0,Coolblue,Vadodara,76,65,49,29-May-22,May 22,23,3,185,176,95.13513513513514
FJUN61122303,789122,2022-05-29,0,0,0,Coolblue,Vadodara,76,65,49,29-May-22,May 22,23,3,73,66,90.41095890410958
FJUN61122402,789122,2022-05-29,0,0,0,Coolblue,Vadodara,76,65,49,29-May-22,May 22,23,3,245,196,80.0
FJUN61122602,789122,2022-05-29,0,0,0,Coolblue,Vadodara,76,65,49,29-May-22,May 22,23,3,60,54,90.0
FMY531122502,789122,2022-05-29,0,100,0,Coolblue,Vadodara,76,65,49,29-May-22,May 22,23,2,233,233,100.0
FMY530220402,789220,2022-05-29,100,0,0,Atlas Stores,Surat,91,76,69,29-May-22,May 22,23,1,1249,1156,92.55404323458767
FJUN61220601,789220,2022-05-29,100,0,0,Atlas Stores,Surat,91,76,69,29-May-22,May 22,23,3,1133,1104,97.44042365401589
FMY530220303,789220,2022-05-29,0,100,0,Atlas Stores,Surat,91,76,69,29-May-22,May 22,23,1,24,24,100.0
FMY531220202,789220,2022-05-29,0,100,0,Atlas Stores,Surat,91,76,69,29-May-22,May 22,23,2,145,145,100.0
FMY531220401,789220,2022-05-29,0,100,0,Atlas Stores,Surat,91,76,69,29-May-22,May 22,23,2,383,383,100.0
FJUN61520601,789520,2022-05-29,100,0,0,Acclaimed Stores,Surat,75,68,51,29-May-22,May 22,23,3,60,54,90.0
FMY531520503,789520,2022-05-29,0,0,0,Acclaimed Stores,Surat,75,68,51,29-May-22,May 22,23,2,216,173,80.0925925925926
FMY530520501,789520,2022-05-29,0,0,0,Acclaimed Stores,Surat,75,68,51,29-May-22,May 22,23,1,499,458,91.78356713426854
FMY531520501,789520,2022-05-29,0,0,0,Acclaimed Stores,Surat,75,68,51,29-May-22,May 22,23,2,130,124,95.38461538461539
FJUN61520603,789520,2022-05-29,0,0,0,Acclaimed Stores,Surat,75,68,51,29-May-22,May 22,23,3,674,647,95.99406528189911
FJUN61520401,789520,2022-05-29,0,100,0,Acclaimed Stores,Surat,75,68,51,29-May-22,May 22,23,3,366,366,100.0
FJUN61501602,789501,2022-05-29,100,0,0,Viveks Stores,Surat,92,80,74,29-May-22,May 22,23,3,422,403,95.49763033175356
FMY530501202,789501,2022-05-29,0,100,0,Viveks Stores,Surat,92,80,74,29-May-22,May 22,23,1,325,325,100.0
FMY530501501,789501,2022-05-29,100,100,100,Viveks Stores,Surat,92,80,74,29-May-22,May 22,23,1,725,725,100.0
FMY531501603,789501,2022-05-29,100,100,100,Viveks Stores,Surat,92,80,74,29-May-22,May 22,23,2,674,674,100.0
FMY531503503,789503,2022-05-29,100,0,0,Viveks Stores,Vadodara,86,82,71,29-May-22,May 22,23,2,1014,971,95.75936883629191
FMY530503602,789503,2022-05-29,100,100,100,Viveks Stores,Vadodara,86,82,71,29-May-22,May 22,23,1,1040,1040,100.0
FJUN61503602,789503,2022-05-29,100,100,100,Viveks Stores,Vadodara,86,82,71,29-May-22,May 22,23,3,92,92,100.0
FMY531403603,789403,2022-05-29,100,0,0,Propel Mart,Vadodara,86,79,68,29-May-22,May 22,23,2,547,538,98.35466179159049
FJUN61403301,789403,2022-05-29,100,0,0,Propel Mart,Vadodara,86,79,68,29-May-22,May 22,23,3,497,488,98.18913480885311
FMY530403303,789403,2022-05-29,0,0,0,Propel Mart,Vadodara,86,79,68,29-May-22,May 22,23,1,61,55,90.1639344262295
FJUN61403501,789403,2022-05-29,0,100,0,Propel Mart,Vadodara,86,79,68,29-May-22,May 22,23,3,138,138,100.0
FJUN61403203,789403,2022-05-29,0,100,0,Propel Mart,Vadodara,86,79,68,29-May-22,May 22,23,3,378,378,100.0
FMY530403402,789403,2022-05-29,100,100,100,Propel Mart,Vadodara,86,79,68,29-May-22,May 22,23,1,1196,1196,100.0
FMY531421502,789421,2022-05-29,100,0,0,Lotus Mart,Ahmedabad,78,66,51,29-May-22,May 22,23,2,319,293,91.84952978056427
FMY530421303,789421,2022-05-29,100,0,0,Lotus Mart,Ahmedabad,78,66,51,29-May-22,May 22,23,1,93,84,90.32258064516128
FMY531421101,789421,2022-05-29,0,0,0,Lotus Mart,Ahmedabad,78,66,51,29-May-22,May 22,23,2,300,285,95.0
FMY530421202,789421,2022-05-29,0,0,0,Lotus Mart,Ahmedabad,78,66,51,29-May-22,May 22,23,1,133,120,90.22556390977444
FJUN61421501,789421,2022-05-29,0,0,0,Lotus Mart,Ahmedabad,78,66,51,29-May-22,May 22,23,3,519,478,92.10019267822736
FJUN61421603,789421,2022-05-29,100,100,100,Lotus Mart,Ahmedabad,78,66,51,29-May-22,May 22,23,3,78,78,100.0
FMY531303302,789303,2022-05-29,0,0,0,Expression Stores,Vadodara,88,78,69,29-May-22,May 22,23,2,61,55,90.1639344262295
FMY531303301,789303,2022-05-29,100,100,100,Expression Stores,Vadodara,88,78,69,29-May-22,May 22,23,2,946,946,100.0
FMY530303402,789303,2022-05-29,100,100,100,Expression Stores,Vadodara,88,78,69,29-May-22,May 22,23,1,428,428,100.0
FJUN61303503,789303,2022-05-29,100,100,100,Expression Stores,Vadodara,88,78,69,29-May-22,May 22,23,3,380,380,100.0
FMY530121602,789121,2022-05-29,0,0,0,Coolblue,Ahmedabad,78,77,60,29-May-22,May 22,23,1,395,375,94.9367088607595
FJUN61121501,789121,2022-05-29,0,0,0,Coolblue,Ahmedabad,78,77,60,29-May-22,May 22,23,3,614,589,95.92833876221498
FMY531121303,789121,2022-05-29,0,100,0,Coolblue,Ahmedabad,78,77,60,29-May-22,May 22,23,2,103,103,100.0
FMY530121401,789121,2022-05-29,0,100,0,Coolblue,Ahmedabad,78,77,60,29-May-22,May 22,23,1,619,619,100.0
FMY530121601,789121,2022-05-29,100,100,100,Coolblue,Ahmedabad,78,77,60,29-May-22,May 22,23,1,114,114,100.0
FJUN61121203,789121,2022-05-29,100,100,100,Coolblue,Ahmedabad,78,77,60,29-May-22,May 22,23,3,287,287,100.0
FMY530522602,789522,2022-05-29,0,0,0,Acclaimed Stores,Vadodara,76,79,60,29-May-22,May 22,23,1,189,170,89.94708994708994
FJUN61522201,789522,2022-05-29,0,0,0,Acclaimed Stores,Vadodara,76,79,60,29-May-22,May 22,23,3,252,202,80.15873015873017
FMY531522203,789522,2022-05-29,0,100,0,Acclaimed Stores,Vadodara,76,79,60,29-May-22,May 22,23,2,500,500,100.0
FMY531522401,789522,2022-05-29,0,100,0,Acclaimed Stores,Vadodara,76,79,60,29-May-22,May 22,23,2,435,435,100.0
FJUN61522601,789522,2022-05-29,0,100,0,Acclaimed Stores,Vadodara,76,79,60,29-May-22,May 22,23,3,136,136,100.0
FJUN61522502,789522,2022-05-29,0,100,0,Acclaimed Stores,Vadodara,76,79,60,29-May-22,May 22,23,3,568,568,100.0
FMY530522403,789522,2022-05-29,100,100,100,Acclaimed Stores,Vadodara,76,79,60,29-May-22,May 22,23,1,358,358,100.0
FMY531420501,789420,2022-05-29,100,0,0,Lotus Mart,Surat,75,79,59,29-May-22,May 22,23,2,226,215,95.13274336283186
FMY530420602,789420,2022-05-29,0,0,0,Lotus Mart,Surat,75,79,59,29-May-22,May 22,23,1,577,528,91.50779896013866
FMY531420203,789420,2022-05-29,0,100,0,Lotus Mart,Surat,75,79,59,29-May-22,May 22,23,2,748,748,100.0
FMY531420102,789420,2022-05-29,0,100,0,Lotus Mart,Surat,75,79,59,29-May-22,May 22,23,2,423,423,100.0
FMY530420101,789420,2022-05-29,0,100,0,Lotus Mart,Surat,75,79,59,29-May-22,May 22,23,1,370,370,100.0
FJUN61420601,789420,2022-05-29,0,100,0,Lotus Mart,Surat,75,79,59,29-May-22,May 22,23,3,174,174,100.0
FMY530420203,789420,2022-05-29,100,100,100,Lotus Mart,Surat,75,79,59,29-May-22,May 22,23,1,369,369,100.0
FMY530420301,789420,2022-05-29,100,100,100,Lotus Mart,Surat,75,79,59,29-May-22,May 22,23,1,22,22,100.0
FMY530720502,789720,2022-05-29,100,0,0,Logic Stores,Surat,86,77,66,29-May-22,May 22,23,1,752,640,85.1063829787234
FMY531720603,789720,2022-05-29,100,0,0,Logic Stores,Surat,86,77,66,29-May-22,May 22,23,2,545,519,95.22935779816514
FJUN61720403,789720,2022-05-29,100,0,0,Logic Stores,Surat,86,77,66,29-May-22,May 22,23,3,386,309,80.05181347150258
FJUN61720402,789720,2022-05-29,0,0,0,Logic Stores,Surat,86,77,66,29-May-22,May 22,23,3,388,349,89.94845360824742
FMY531720403,789720,2022-05-29,0,100,0,Logic Stores,Surat,86,77,66,29-May-22,May 22,23,2,314,314,100.0
FMY530720101,789720,2022-05-29,0,100,0,Logic Stores,Surat,86,77,66,29-May-22,May 22,23,1,328,328,100.0
FJUN61521103,789521,2022-05-29,100,0,0,Acclaimed Stores,Ahmedabad,78,79,62,29-May-22,May 22,23,3,323,258,79.87616099071208
FJUN61521203,789521,2022-05-29,0,0,0,Acclaimed Stores,Ahmedabad,78,79,62,29-May-22,May 22,23,3,424,403,95.04716981132076
FMY531521301,789521,2022-05-29,0,100,0,Acclaimed Stores,Ahmedabad,78,79,62,29-May-22,May 22,23,2,531,531,100.0
FMY530521403,789521,2022-05-29,0,100,0,Acclaimed Stores,Ahmedabad,78,79,62,29-May-22,May 22,23,1,425,425,100.0
FMY530521301,789521,2022-05-29,0,100,0,Acclaimed Stores,Ahmedabad,78,79,62,29-May-22,May 22,23,1,58,58,100.0
FMY531521503,789521,2022-05-29,0,100,0,Acclaimed Stores,Ahmedabad,78,79,62,29-May-22,May 22,23,2,122,122,100.0
FJUN61521301,789521,2022-05-29,0,100,0,Acclaimed Stores,Ahmedabad,78,79,62,29-May-22,May 22,23,3,78,78,100.0
FMY531521402,789521,2022-05-29,100,100,100,Acclaimed Stores,Ahmedabad,78,79,62,29-May-22,May 22,23,2,486,486,100.0
FMY530422501,789422,2022-05-29,0,100,0,Lotus Mart,Vadodara,79,81,64,29-May-22,May 22,23,1,165,165,100.0
FJUN61422301,789422,2022-05-29,0,100,0,Lotus Mart,Vadodara,79,81,64,29-May-22,May 22,23,3,578,578,100.0
FJUN61422103,789422,2022-05-29,0,100,0,Lotus Mart,Vadodara,79,81,64,29-May-22,May 22,23,3,324,324,100.0
FJUN61422101,789422,2022-05-29,0,100,0,Lotus Mart,Vadodara,79,81,64,29-May-22,May 22,23,3,369,369,100.0
FMY530422402,789422,2022-05-29,100,100,100,Lotus Mart,Vadodara,79,81,64,29-May-22,May 22,23,1,641,641,100.0
FMY531422103,789422,2022-05-29,100,100,100,Lotus Mart,Vadodara,79,81,64,29-May-22,May 22,23,2,863,863,100.0
FJUN61422401,789422,2022-05-29,100,100,100,Lotus Mart,Vadodara,79,81,64,29-May-22,May 22,23,3,271,271,100.0
FMY530603503,789603,2022-05-29,100,0,0,Info Stores,Vadodara,92,75,69,29-May-22,May 22,23,1,630,608,96.5079365079365
FJUN61603301,789603,2022-05-29,100,0,0,Info Stores,Vadodara,92,75,69,29-May-22,May 22,23,3,645,597,92.55813953488372
FMY531603602,789603,2022-05-29,0,0,0,Info Stores,Vadodara,92,75,69,29-May-22,May 22,23,2,83,75,90.36144578313254
FJUN61603402,789603,2022-05-29,0,0,0,Info Stores,Vadodara,92,75,69,29-May-22,May 22,23,3,431,409,94.89559164733178
FMY530603102,789603,2022-05-29,100,100,100,Info Stores,Vadodara,92,75,69,29-May-22,May 22,23,1,437,437,100.0
FMY531603302,789603,2022-05-29,100,100,100,Info Stores,Vadodara,92,75,69,29-May-22,May 22,23,2,119,119,100.0
FMY531603603,789603,2022-05-29,100,100,100,Info Stores,Vadodara,92,75,69,29-May-22,May 22,23,2,402,402,100.0
FMY531103601,789103,2022-05-30,100,0,0,Vijay Stores,Vadodara,92,67,62,30-May-22,May 22,23,1,1055,890,84.36018957345972
FJUN62103302,789103,2022-05-30,100,0,0,Vijay Stores,Vadodara,92,67,62,30-May-22,May 22,23,3,58,55,94.82758620689656
FJUN62103602,789103,2022-05-30,100,0,0,Vijay Stores,Vadodara,92,67,62,30-May-22,May 22,23,3,576,461,80.03472222222221
FMY531103402,789103,2022-05-30,0,0,0,Vijay Stores,Vadodara,92,67,62,30-May-22,May 22,23,1,797,729,91.46800501882058
FJUN61103301,789103,2022-05-30,100,100,100,Vijay Stores,Vadodara,92,67,62,30-May-22,May 22,23,2,513,513,100.0
FMY531903603,789903,2022-05-30,100,0,0,Elite Mart,Vadodara,92,65,60,30-May-22,May 22,23,1,403,386,95.7816377171216
FJUN61903301,789903,2022-05-30,100,0,0,Elite Mart,Vadodara,92,65,60,30-May-22,May 22,23,2,51,48,94.11764705882352
FJUN62903601,789903,2022-05-30,100,0,0,Elite Mart,Vadodara,92,65,60,30-May-22,May 22,23,3,809,775,95.7972805933251
FJUN61903302,789903,2022-05-30,0,0,0,Elite Mart,Vadodara,92,65,60,30-May-22,May 22,23,2,93,74,79.56989247311827
FMY531702503,789702,2022-05-30,100,0,0,Sorefoz Mart,Ahmedabad,89,66,59,30-May-22,May 22,23,1,197,187,94.9238578680203
FJUN61702603,789702,2022-05-30,100,0,0,Sorefoz Mart,Ahmedabad,89,66,59,30-May-22,May 22,23,2,455,433,95.16483516483515
FJUN62702602,789702,2022-05-30,100,0,0,Sorefoz Mart,Ahmedabad,89,66,59,30-May-22,May 22,23,3,524,519,99.04580152671755
FMY531702603,789702,2022-05-30,0,0,0,Sorefoz Mart,Ahmedabad,89,66,59,30-May-22,May 22,23,1,62,50,80.64516129032258
FMY531601602,789601,2022-05-30,100,0,0,Info Stores,Surat,92,67,62,30-May-22,May 22,23,1,620,550,88.70967741935483
FJUN62601603,789601,2022-05-30,100,0,0,Info Stores,Surat,92,67,62,30-May-22,May 22,23,3,537,521,97.02048417132217
FMY531601403,789601,2022-05-30,0,100,0,Info Stores,Surat,92,67,62,30-May-22,May 22,23,1,490,490,100.0
FJUN61601303,789601,2022-05-30,0,100,0,Info Stores,Surat,92,67,62,30-May-22,May 22,23,2,31,31,100.0
FJUN62301601,789301,2022-05-30,100,0,0,Expression Stores,Surat,89,78,69,30-May-22,May 22,23,3,376,360,95.74468085106383
FJUN61301503,789301,2022-05-30,0,0,0,Expression Stores,Surat,89,78,69,30-May-22,May 22,23,2,618,510,82.52427184466019
FJUN61301501,789301,2022-05-30,0,0,0,Expression Stores,Surat,89,78,69,30-May-22,May 22,23,2,100,90,90.0
FMY531301601,789301,2022-05-30,0,100,0,Expression Stores,Surat,89,78,69,30-May-22,May 22,23,1,59,59,100.0
FJUN61301403,789301,2022-05-30,100,100,100,Expression Stores,Surat,89,78,69,30-May-22,May 22,23,2,490,490,100.0
FJUN61203601,789203,2022-05-30,0,100,0,Rel Fresh,Vadodara,92,76,70,30-May-22,May 22,23,2,200,200,100.0
FMY531203503,789203,2022-05-30,100,100,100,Rel Fresh,Vadodara,92,76,70,30-May-22,May 22,23,1,161,161,100.0
FJUN61203202,789203,2022-05-30,100,100,100,Rel Fresh,Vadodara,92,76,70,30-May-22,May 22,23,2,885,885,100.0
FJUN62203502,789203,2022-05-30,100,100,100,Rel Fresh,Vadodara,92,76,70,30-May-22,May 22,23,3,888,888,100.0
FJUN61621603,789621,2022-05-30,100,0,0,Expert Mart,Ahmedabad,92,81,75,30-May-22,May 22,23,2,952,912,95.7983193277311
FMY531621603,789621,2022-05-30,100,100,100,Expert Mart,Ahmedabad,92,81,75,30-May-22,May 22,23,1,501,501,100.0
FJUN62621602,789621,2022-05-30,100,100,100,Expert Mart,Ahmedabad,92,81,75,30-May-22,May 22,23,3,662,662,100.0
FMY531101103,789101,2022-05-30,100,0,0,Vijay Stores,Surat,86,80,69,30-May-22,May 22,23,1,422,380,90.04739336492891
FJUN61101101,789101,2022-05-30,0,100,0,Vijay Stores,Surat,86,80,69,30-May-22,May 22,23,2,455,455,100.0
FJUN62101303,789101,2022-05-30,100,100,100,Vijay Stores,Surat,86,80,69,30-May-22,May 22,23,3,66,66,100.0
FMY531102603,789102,2022-05-30,100,0,0,Vijay Stores,Ahmedabad,90,81,73,30-May-22,May 22,23,1,568,502,88.38028169014085
FJUN61102602,789102,2022-05-30,100,0,0,Vijay Stores,Ahmedabad,90,81,73,30-May-22,May 22,23,2,870,862,99.08045977011494
FJUN62102403,789102,2022-05-30,100,0,0,Vijay Stores,Ahmedabad,90,81,73,30-May-22,May 22,23,3,834,814,97.60191846522783
FMY531102501,789102,2022-05-30,0,100,0,Vijay Stores,Ahmedabad,90,81,73,30-May-22,May 22,23,1,982,982,100.0
FJUN62102202,789102,2022-05-30,0,100,0,Vijay Stores,Ahmedabad,90,81,73,30-May-22,May 22,23,3,234,234,100.0
FJUN61102402,789102,2022-05-30,100,100,100,Vijay Stores,Ahmedabad,90,81,73,30-May-22,May 22,23,2,461,461,100.0
FJUN62102101,789102,2022-05-30,100,100,100,Vijay Stores,Ahmedabad,90,81,73,30-May-22,May 22,23,3,489,489,100.0
FJUN62902602,789902,2022-05-30,100,0,0,Elite Mart,Ahmedabad,90,81,73,30-May-22,May 22,23,3,144,128,88.88888888888889
FJUN61902603,789902,2022-05-30,100,0,0,Elite Mart,Ahmedabad,90,81,73,30-May-22,May 22,23,2,524,459,87.59541984732824
FMY531902603,789902,2022-05-30,0,100,0,Elite Mart,Ahmedabad,90,81,73,30-May-22,May 22,23,1,456,456,100.0
FJUN61902302,789902,2022-05-30,0,100,0,Elite Mart,Ahmedabad,90,81,73,30-May-22,May 22,23,2,357,357,100.0
FMY531902501,789902,2022-05-30,100,100,100,Elite Mart,Ahmedabad,90,81,73,30-May-22,May 22,23,1,160,160,100.0
FMY531201502,789201,2022-05-30,100,0,0,Rel Fresh,Surat,87,81,70,30-May-22,May 22,23,1,815,795,97.54601226993866
FJUN62201603,789201,2022-05-30,100,0,0,Rel Fresh,Surat,87,81,70,30-May-22,May 22,23,3,1498,1478,98.6648865153538
FMY531201501,789201,2022-05-30,0,100,0,Rel Fresh,Surat,87,81,70,30-May-22,May 22,23,1,232,232,100.0
FJUN62201503,789201,2022-05-30,0,100,0,Rel Fresh,Surat,87,81,70,30-May-22,May 22,23,3,176,176,100.0
FJUN61201603,789201,2022-05-30,100,100,100,Rel Fresh,Surat,87,81,70,30-May-22,May 22,23,2,652,652,100.0
FJUN62202602,789202,2022-05-30,100,0,0,Rel Fresh,Ahmedabad,85,81,69,30-May-22,May 22,23,3,82,78,95.1219512195122
FMY531202501,789202,2022-05-30,0,0,0,Rel Fresh,Ahmedabad,85,81,69,30-May-22,May 22,23,1,178,169,94.9438202247191
FJUN61202201,789202,2022-05-30,0,100,0,Rel Fresh,Ahmedabad,85,81,69,30-May-22,May 22,23,2,130,130,100.0
FMY531202201,789202,2022-05-30,100,100,100,Rel Fresh,Ahmedabad,85,81,69,30-May-22,May 22,23,1,784,784,100.0
FJUN61202301,789202,2022-05-30,100,100,100,Rel Fresh,Ahmedabad,85,81,69,30-May-22,May 22,23,2,28,28,100.0
FMY531321103,789321,2022-05-30,100,0,0,Chiptec Stores,Ahmedabad,87,81,70,30-May-22,May 22,23,1,813,794,97.66297662976629
FMY531321501,789321,2022-05-30,100,0,0,Chiptec Stores,Ahmedabad,87,81,70,30-May-22,May 22,23,1,238,214,89.91596638655463
FJUN61321503,789321,2022-05-30,100,0,0,Chiptec Stores,Ahmedabad,87,81,70,30-May-22,May 22,23,2,540,514,95.18518518518519
FJUN62321503,789321,2022-05-30,100,0,0,Chiptec Stores,Ahmedabad,87,81,70,30-May-22,May 22,23,3,1369,1328,97.00511322132944
FMY531402302,789402,2022-05-30,100,0,0,Propel Mart,Ahmedabad,89,80,71,30-May-22,May 22,23,1,324,320,98.76543209876543
FJUN62402303,789402,2022-05-30,100,100,100,Propel Mart,Ahmedabad,89,80,71,30-May-22,May 22,23,3,1262,1262,100.0
FJUN61402501,789402,2022-05-30,100,100,100,Propel Mart,Ahmedabad,89,80,71,30-May-22,May 22,23,2,496,496,100.0
FJUN61221601,789221,2022-05-30,100,0,0,Atlas Stores,Ahmedabad,85,80,68,30-May-22,May 22,23,2,579,530,91.53713298791018
FJUN61221602,789221,2022-05-30,100,0,0,Atlas Stores,Ahmedabad,85,80,68,30-May-22,May 22,23,2,157,141,89.80891719745223
FMY531221602,789221,2022-05-30,0,100,0,Atlas Stores,Ahmedabad,85,80,68,30-May-22,May 22,23,1,140,140,100.0
FJUN62221501,789221,2022-05-30,0,100,0,Atlas Stores,Ahmedabad,85,80,68,30-May-22,May 22,23,3,118,118,100.0
FMY531221601,789221,2022-05-30,100,100,100,Atlas Stores,Ahmedabad,85,80,68,30-May-22,May 22,23,1,820,820,100.0
FJUN62221301,789221,2022-05-30,100,100,100,Atlas Stores,Ahmedabad,85,80,68,30-May-22,May 22,23,3,80,80,100.0
FJUN62703601,789703,2022-05-30,100,0,0,Sorefoz Mart,Vadodara,85,78,66,30-May-22,May 22,23,3,487,466,95.68788501026694
